contact_id,contact_type,contact_value,organization_name,organization_type,source_agent,source_url,address,suburb,state,postcode,services,verified_date,confidence_score,notes
hospital_165_phone,phone,02 6386 2200,Murrumburrah-Harden District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Swift Street,Harden,NSW,2587,Not reporting wait times,2025-08-30T06:49:35.224464,0.95,LHD: Murrumbidgee Local Health District
hospital_166_phone,phone,02 6672 0000,Murwillumbah District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Ewing Street,Murwillumbah,NSW,2484,Reporting wait times,2025-08-30T06:49:35.224488,0.95,LHD: Northern NSW Local Health District
hospital_167_phone,phone,02 6542 2000,Muswellbrook Hospital,hospital,nsw_hospitals_agent,NSW Health API,Brentwood Street,Muswellbrook,NSW,2333,Reporting wait times,2025-08-30T06:49:35.224511,0.95,LHD: Hunter New England Local Health District
hospital_168_phone,phone,02 6542 2022,Muswellbrook Hospital - Nursing Home Unit,hospital,nsw_hospitals_agent,NSW Health API,Brentwood Street,Muswellbrook,NSW,2333,No emergency department,2025-08-30T06:49:35.224535,0.95,LHD: Hunter New England Local Health District
hospital_169_phone,phone,02 6799 2800,Narrabri District Hospital,hospital,nsw_hospitals_agent,NSW Health API,66 Gibbons Street,Narrabri,NSW,2390,Reporting wait times,2025-08-30T06:49:35.224559,0.95,LHD: Hunter New England Local Health District
hospital_170_phone,phone,02 6959 1166,Narrandera District Hospital,hospital,nsw_hospitals_agent,NSW Health API,54 Adams Street,Narrandera,NSW,2700,Not reporting wait times,2025-08-30T06:49:35.224582,0.95,LHD: Murrumbidgee Local Health District
hospital_171_phone,phone,02 6889 1377,Narromine Hospital & Community Health,hospital,nsw_hospitals_agent,NSW Health API,128 Cathundril Street,Narromine,NSW,2821,Not reporting wait times,2025-08-30T06:49:35.224606,0.95,LHD: Western NSW Local Health District
hospital_172_phone,phone,02 4734 2000,Nepean Hospital,hospital,nsw_hospitals_agent,NSW Health API,Derby Street,Kingswood,NSW,2747,Reporting wait times,2025-08-30T06:49:35.224630,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_173_phone,phone,02 9488 2200,Neringah Hospital,hospital,nsw_hospitals_agent,NSW Health API,4-12 Neringah Avenue South,Wahroonga,NSW,2076,No emergency department,2025-08-30T06:49:35.224654,0.95,LHD: Northern Sydney Local Health District
hospital_174_phone,phone,02 6689 1400,Nimbin Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,35 Cullen Street,Nimbin,NSW,2480,Not reporting wait times,2025-08-30T06:49:35.224678,0.95,LHD: Northern NSW Local Health District
hospital_175_phone,phone,02 6689 1400,Nimbin Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,35 Cullen Street,Nimbin,NSW,2480,No emergency department,2025-08-30T06:49:35.224701,0.95,LHD: Northern NSW Local Health District
hospital_176_phone,phone,02 9105 5000,Northern Beaches Hospital,hospital,nsw_hospitals_agent,NSW Health API,105 Frenchs Forest Road W,Frenchs Forest,NSW,2086,Reporting wait times,2025-08-30T06:49:35.224725,0.95,LHD: Northern Sydney Local Health District
hospital_177_phone,phone,02 6835 1700,Nyngan Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,15 Hoskins Street,Nyngan,NSW,2825,Not reporting wait times,2025-08-30T06:49:35.224749,0.95,LHD: Western NSW Local Health District
hospital_178_phone,phone,02 6835 1700,Nyngan Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,15 Hoskins Street,Nyngan,NSW,2825,No emergency department,2025-08-30T06:49:35.224773,0.95,LHD: Western NSW Local Health District
hospital_179_phone,phone,02 6336 7200,Oberon Health Service,hospital,nsw_hospitals_agent,NSW Health API,75 North Street,Oberon,NSW,2787,Not reporting wait times,2025-08-30T06:49:35.224797,0.95,LHD: Western NSW Local Health District
hospital_180_phone,phone,02 6336 7200,Oberon Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,North Street,Oberon,NSW,2787,No emergency department,2025-08-30T06:49:35.224821,0.95,LHD: Western NSW Local Health District
hospital_181_phone,phone,02 6369 3000,Orange Health Service,hospital,nsw_hospitals_agent,NSW Health API,1502 Forest Road,Orange,NSW,2800,Reporting wait times,2025-08-30T06:49:35.224844,0.95,LHD: Western NSW Local Health District
hospital_182_phone,phone,02 6495 8200,Pambula District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Merimbola Street,Pambula,NSW,2549,Not reporting wait times,2025-08-30T06:49:35.224868,0.95,LHD: Southern NSW Local Health District
hospital_183_phone,phone,(02) 6861 2400,Parkes District Hospital,hospital,nsw_hospitals_agent,NSW Health API,18 Coleman Road,Parkes,NSW,2870,Not reporting wait times,2025-08-30T06:49:35.224891,0.95,LHD: Western NSW Local Health District
hospital_184_phone,phone,02 6869 5200,Peak Hill Health Service,hospital,nsw_hospitals_agent,NSW Health API,Newell Highway,Peak Hill,NSW,2869,Not reporting wait times,2025-08-30T06:49:35.224915,0.95,LHD: Western NSW Local Health District
hospital_185_phone,phone,02 6828 6000,Peg Cross Nursing Home,hospital,nsw_hospitals_agent,NSW Health API,Fox Street,Walgett,NSW,2832,No emergency department,2025-08-30T06:49:35.224939,0.95,LHD: Western NSW Local Health District
hospital_186_phone,phone,02 4223 8000,Port Kembla Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cowper Street,Port Kembla,NSW,2505,No emergency department,2025-08-30T06:49:35.224962,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_187_phone,phone,02 6581 2000,Port Macquarie Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Wrights Rd,Port Macquarie,NSW,2444,Reporting wait times,2025-08-30T06:49:35.224986,0.95,LHD: Mid North Coast Local Health District
hospital_188_phone,phone,02 6359 2666,Portland Tabulam Health Centre,hospital,nsw_hospitals_agent,NSW Health API,20 Green Street,Portland,NSW,2847,No emergency department,2025-08-30T06:49:35.225009,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_189_phone,phone,02 9382 2222,Prince of Wales Hospital,hospital,nsw_hospitals_agent,NSW Health API,Magill St,Randwick,NSW,2031,Reporting wait times,2025-08-30T06:49:35.225033,0.95,LHD: South Eastern Sydney Local Health District
hospital_190_phone,phone,02 6298 9211,Queanbeyan District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Corner Erin & Collett Streets,Queanbeyan,NSW,2620,Not reporting wait times,2025-08-30T06:49:35.225056,0.95,LHD: Southern NSW Local Health District
hospital_191_phone,phone,02 4683 6900,Queen Victoria Memorial Home,hospital,nsw_hospitals_agent,NSW Health API,615 Thirlmere Way,Picton,NSW,2571,No emergency department,2025-08-30T06:49:35.225080,0.95,LHD: South Western Sydney Local Health District
hospital_192_phone,phone,02 6746 0200,Quirindi Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,Nowland Street,Quirindi,NSW,2343,Not reporting wait times,2025-08-30T06:49:35.225104,0.95,LHD: Hunter New England Local Health District
hospital_193_phone,phone,02 9382 6111,Royal Hospital for Women,hospital,nsw_hospitals_agent,NSW Health API,Barker Street,Randwick,NSW,2031,No emergency department,2025-08-30T06:49:35.225179,0.95,LHD: South Eastern Sydney Local Health District
hospital_194_phone,phone,02 9926 7111,Royal North Shore Hospital,hospital,nsw_hospitals_agent,NSW Health API,Pacific Highway,St Leonards,NSW,2065,Reporting wait times,2025-08-30T06:49:35.225223,0.95,LHD: Northern Sydney Local Health District
hospital_195_phone,phone,02 9515 6111,Royal Prince Alfred Hospital,hospital,nsw_hospitals_agent,NSW Health API,Missenden Road,Camperdown,NSW,2050,Reporting wait times,2025-08-30T06:49:35.225253,0.95,LHD: Sydney Local Health District
hospital_196_phone,phone,02 9807 1144,Royal Rehabilitation Hospital - Coorabel/Moorong,hospital,nsw_hospitals_agent,NSW Health API,227 Morrison Road,Ryde,NSW,2112,No emergency department,2025-08-30T06:49:35.225280,0.95,LHD: Northern Sydney Local Health District
hospital_197_phone,phone,02 9874 0199,Ryde Hospital,hospital,nsw_hospitals_agent,NSW Health API,Denistone Road,Eastwood,NSW,2122,Reporting wait times,2025-08-30T06:49:35.225306,0.95,LHD: Northern Sydney Local Health District
hospital_198_phone,phone,02 6357 8100,Rylstone Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,Fitzgerald Street,Rylstone,NSW,2849,Not reporting wait times,2025-08-30T06:49:35.225331,0.95,LHD: Western NSW Local Health District
hospital_199_phone,phone,02 8382 9444,Sacred Heart Hospice,hospital,nsw_hospitals_agent,NSW Health API,170 Darlinghurst Road,Darlinghurst,NSW,2010,No emergency department,2025-08-30T06:49:35.225356,0.95,LHD: St Vincent's Health Network
hospital_200_phone,phone,02 6540 2100,"Scott Memorial Hospital, Scone",hospital,nsw_hospitals_agent,NSW Health API,Stafford Street,Scone,NSW,2337,Not reporting wait times,2025-08-30T06:49:35.225380,0.95,LHD: Hunter New England Local Health District
hospital_201_phone,phone,02 4295 2500,Shellharbour Hospital,hospital,nsw_hospitals_agent,NSW Health API,15-17 Madigan Boulevarde,Mt Warrigal,NSW,2528,Reporting wait times,2025-08-30T06:49:35.225404,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_202_phone,phone,02 4421 3111,Shoalhaven Hospital,hospital,nsw_hospitals_agent,NSW Health API,Shoalhaven Street,Nowra,NSW,2541,Reporting wait times,2025-08-30T06:49:35.225429,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_203_phone,phone,02 6571 9222,Singleton District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Dangar Road,Singleton,NSW,2330,Reporting wait times,2025-08-30T06:49:35.225453,0.95,LHD: Hunter New England Local Health District
hospital_204_phone,phone,02 4751 0300,Springwood Hospital,hospital,nsw_hospitals_agent,NSW Health API,Huntley Grange Road,Springwood,NSW,2777,No emergency department,2025-08-30T06:49:35.225477,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_205_phone,phone,02 9805 1655,St Catherines Villa Nursing Home,hospital,nsw_hospitals_agent,NSW Health API,162-166 Balaclava Road,Eastwood,NSW,2122,No emergency department,2025-08-30T06:49:35.225506,0.95,LHD: Northern Sydney Local Health District
hospital_206_phone,phone,02 9113 1111,St George Hospital,hospital,nsw_hospitals_agent,NSW Health API,Belgrave Street,Kogarah,NSW,2217,Reporting wait times,2025-08-30T06:49:35.225530,0.95,LHD: South Eastern Sydney Local Health District
hospital_207_phone,phone,02 4823 7800,St John of God Hospital,hospital,nsw_hospitals_agent,NSW Health API,234 Bourke Street,Goulburn,NSW,2580,No emergency department,2025-08-30T06:49:35.225554,0.95,LHD: Southern NSW Local Health District
hospital_208_phone,phone,02 9649 8941,St Joseph's Hospital,hospital,nsw_hospitals_agent,NSW Health API,Normanby Road,Auburn,NSW,2144,No emergency department,2025-08-30T06:49:35.225578,0.95,LHD: St Vincent's Health Network
hospital_209_phone,phone,02 8382 1111,St Vincent's Hospital,hospital,nsw_hospitals_agent,NSW Health API,390 Victoria Street,Darlinghurst,NSW,2010,Reporting wait times,2025-08-30T06:49:35.225602,0.95,LHD: St Vincent's Health Network
hospital_210_phone,phone,02 9540 7111,Sutherland Hospital & Community Health Service,hospital,nsw_hospitals_agent,NSW Health API,Cnr The Kingsway and Kareena Road,Caringbah,NSW,2229,Reporting wait times,2025-08-30T06:49:35.225626,0.95,LHD: South Eastern Sydney Local Health District
hospital_211_phone,phone,02 9382 1111,Sydney Children's Hospital,hospital,nsw_hospitals_agent,NSW Health API,High Street,Randwick,NSW,2031,Reporting wait times,2025-08-30T06:49:35.225650,0.95,LHD: Sydney Children's Hospitals Specialty Network
hospital_212_phone,phone,02 9382 7111,Sydney Hospital & Sydney Eye Hospital,hospital,nsw_hospitals_agent,NSW Health API,8 Macquarie Street,Sydney,NSW,2001,Reporting wait times,2025-08-30T06:49:35.225674,0.95,LHD: South Eastern Sydney Local Health District
hospital_213_phone,phone,02 6359 2666,Tabulam Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,20 Green Street,Portland,NSW,2847,No emergency department,2025-08-30T06:49:35.225698,0.95,LHD: Nepean Blue Mountains Local Health District
hospital_214_phone,phone,02 6767 7700,Tamworth Rural Referral Hospital,hospital,nsw_hospitals_agent,NSW Health API,Dean Street,Tamworth,NSW,2340,Reporting wait times,2025-08-30T06:49:35.225722,0.95,LHD: Hunter New England Local Health District
hospital_215_phone,phone,02 6977 1066,Temora Hospital,hospital,nsw_hospitals_agent,NSW Health API,169 Temora Young Road,Temora,NSW,2666,Not reporting wait times,2025-08-30T06:49:35.225745,0.95,LHD: Murrumbidgee Local Health District
hospital_216_phone,phone,02 6739 5200,Tenterfield Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,Naas St,Tenterfield,NSW,2372,Not reporting wait times,2025-08-30T06:49:35.225769,0.95,LHD: Hunter New England Local Health District
hospital_217_phone,phone,02 9845 0000,The Children's Hospital at Westmead,hospital,nsw_hospitals_agent,NSW Health API,Cnr Hawkesbury Rd and Hainsworth St,Westmead,NSW,2145,Reporting wait times,2025-08-30T06:49:35.225793,0.95,LHD: Sydney Children's Hospitals Specialty Network
hospital_218_phone,phone,02 6942 0444,The Cootamundra Hospital,hospital,nsw_hospitals_agent,NSW Health API,Mackay Street,Cootamundra,NSW,2590,Not reporting wait times,2025-08-30T06:49:35.225817,0.95,LHD: Murrumbidgee Local Health District
hospital_219_phone,phone,02 4087 1000,The New Maitland Hospital,hospital,nsw_hospitals_agent,NSW Health API,51 Metford Road,Metford,NSW,2323,Reporting wait times,2025-08-30T06:49:35.225841,0.95,LHD: Hunter New England Local Health District
hospital_220_phone,phone,02 6723 3266,Tingha Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,13997 Guyra Road,Tingha,NSW,2369,Not reporting wait times,2025-08-30T06:49:35.225864,0.95,LHD: Hunter New England Local Health District
hospital_221_phone,phone,02 6723 3266,Tingha Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,13997 Guyra Road,Tingha,NSW,2369,No emergency department,2025-08-30T06:49:35.225888,0.95,LHD: Hunter New England Local Health District
hospital_222_phone,phone,03 5874 2166,Tocumwal Hospital,hospital,nsw_hospitals_agent,NSW Health API,Adams Street,Tocomwal,NSW,2714,Not reporting wait times,2025-08-30T06:49:35.225912,0.95,LHD: Murrumbidgee Local Health District
hospital_223_phone,phone,02 4984 0700,Tomaree Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,Trevally Street,Nelson Bay,NSW,2315,Not reporting wait times,2025-08-30T06:49:35.225936,0.95,LHD: Hunter New England Local Health District
hospital_224_phone,phone,02 6891 6200,Tottenham Hospital,hospital,nsw_hospitals_agent,NSW Health API,Umang Street,Tottenham,NSW,2873,Not reporting wait times,2025-08-30T06:49:35.225959,0.95,LHD: Western NSW Local Health District
hospital_225_phone,phone,02 6892 4003,Tottenham Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Umang Street,Tottenham,NSW,2873,No emergency department,2025-08-30T06:49:35.225983,0.95,LHD: Western NSW Local Health District
hospital_226_phone,phone,02 6880 8200,Trangie Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,28 Harris Street,Trangie,NSW,2823,Not reporting wait times,2025-08-30T06:49:35.226007,0.95,LHD: Western NSW Local Health District
hospital_227_phone,phone,02 6888 7546,Trangie Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,29 Harris Street,Trangie,NSW,2823,No emergency department,2025-08-30T06:49:35.226031,0.95,LHD: Western NSW Local Health District
hospital_228_phone,phone,02 6892 1051,Trundle Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Brookview Street,Trundle,NSW,2875,Not reporting wait times,2025-08-30T06:49:35.226055,0.95,LHD: Western NSW Local Health District
hospital_229_phone,phone,02 6892 1051,Trundle Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Brookview Street,Trundle,NSW,2875,No emergency department,2025-08-30T06:49:35.226079,0.95,LHD: Western NSW Local Health District
hospital_230_phone,phone,02 6892 5003,Tullamore Health Service,hospital,nsw_hospitals_agent,NSW Health API,1 Hinkler Street,Tullamore,NSW,2874,Not reporting wait times,2025-08-30T06:49:35.226102,0.95,LHD: Western NSW Local Health District
hospital_231_phone,phone,02 6892 5003,Tullamore Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,1 Hinkler Street,Tullamore,NSW,2874,No emergency department,2025-08-30T06:49:35.226126,0.95,LHD: Western NSW Local Health District
hospital_232_phone,phone,02 6948 9600,Tumbarumba Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Mitchell Street,Tumbarumba,NSW,2653,Not reporting wait times,2025-08-30T06:49:35.226150,0.95,LHD: Murrumbidgee Local Health District
hospital_233_phone,phone,02 6948 9600,Tumbarumba Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,4 Mitchell Street,Tumbarumba,NSW,2653,No emergency department,2025-08-30T06:49:35.226176,0.95,LHD: Murrumbidgee Local Health District
hospital_234_phone,phone,02 6947 0800,Tumut District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Simpson Street,Tumut,NSW,2720,Not reporting wait times,2025-08-30T06:49:35.226201,0.95,LHD: Murrumbidgee Local Health District
hospital_235_phone,phone,02 6677 2000,Tweed Valley Hospital,hospital,nsw_hospitals_agent,NSW Health API,771 Cudgen Road,Cudgen,NSW,2487,Reporting wait times,2025-08-30T06:49:35.226225,0.95,LHD: Northern NSW Local Health District
hospital_236_phone,phone,02 6920 8106,Urana Health Service,hospital,nsw_hospitals_agent,NSW Health API,Cnr Church and Princess St,Urana,NSW,2645,Not reporting wait times,2025-08-30T06:49:35.226249,0.95,LHD: Murrumbidgee Local Health District
hospital_237_phone,phone,02 6920 8106,Urana Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Corner of Church and Princess St,Urana,NSW,2645,No emergency department,2025-08-30T06:49:35.226273,0.95,LHD: Murrumbidgee Local Health District
hospital_238_phone,phone,02 6948 1319,Urbenville Health Service,hospital,nsw_hospitals_agent,NSW Health API,45 Beaury Street,Urbenville,NSW,2475,Not reporting wait times,2025-08-30T06:49:35.226297,0.95,LHD: Northern NSW Local Health District
hospital_239_phone,phone,02 6948 1319,Urbenville Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,45 Beaury Street,Urbenville,NSW,2475,No emergency department,2025-08-30T06:49:35.226321,0.95,LHD: Northern NSW Local Health District
hospital_240_phone,phone,02 6734 7900,Vegetable Creek Hospital,hospital,nsw_hospitals_agent,NSW Health API,13-33 Glen Innes Road,Emmaville,NSW,2371,Not reporting wait times,2025-08-30T06:49:35.226344,0.95,LHD: Hunter New England Local Health District
hospital_241_phone,phone,02 5943 1000,Wagga Wagga Base Hospital,hospital,nsw_hospitals_agent,NSW Health API,Docker Street,Wagga Wagga,NSW,2650,Reporting wait times,2025-08-30T06:49:35.226368,0.95,LHD: Murrumbidgee Local Health District
hospital_242_phone,phone,02 6774 2366,Walcha Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,11 South Middle Street,Walcha,NSW,2354,Not reporting wait times,2025-08-30T06:49:35.226392,0.95,LHD: Hunter New England Local Health District
hospital_243_phone,phone,02 6774 2400,Walcha Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,South Street,Walcha,NSW,2354,No emergency department,2025-08-30T06:49:35.226416,0.95,LHD: Hunter New England Local Health District
hospital_244_phone,phone,02 6828 6000,Walgett Health Service,hospital,nsw_hospitals_agent,NSW Health API,141 Fox Street,Walgett,NSW,2832,Not reporting wait times,2025-08-30T06:49:35.226440,0.95,LHD: Western NSW Local Health District
hospital_245_phone,phone,02 4924 6100,Wallsend Aged Care Facility,hospital,nsw_hospitals_agent,NSW Health API,15 Nash Street,Wallsend,NSW,2287,No emergency department,2025-08-30T06:49:35.226466,0.95,LHD: Hunter New England Local Health District
hospital_246_phone,phone,02 9369 0100,War Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,125 Birrell Street,Waverley,NSW,2024,No emergency department,2025-08-30T06:49:35.226490,0.95,LHD: South Eastern Sydney Local Health District
hospital_247_phone,phone,02 6728 9000,Warialda Multi Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,Long Street,Warialda,NSW,2402,Not reporting wait times,2025-08-30T06:49:35.226514,0.95,LHD: Hunter New England Local Health District
hospital_248_phone,phone,02 6847 7200,Warren Multi-Purpose Health Service,hospital,nsw_hospitals_agent,NSW Health API,Dr Kater Drive,Warren,NSW,2824,Not reporting wait times,2025-08-30T06:49:35.226538,0.95,LHD: Western NSW Local Health District
hospital_249_phone,phone,02 6847 7200,Warren Residential Aged Care,hospital,nsw_hospitals_agent,NSW Health API,Dr Kater Drive,Warren,NSW,2824,No emergency department,2025-08-30T06:49:35.226562,0.95,LHD: Western NSW Local Health District
hospital_250_phone,phone,02 6585 1300,Wauchope District Memorial Hospital,hospital,nsw_hospitals_agent,NSW Health API,69 High Street,Wauchope,NSW,2446,No emergency department,2025-08-30T06:49:35.226586,0.95,LHD: Mid North Coast Local Health District
hospital_251_phone,phone,02 6795 0400,Wee Waa Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,Alma Street,Wee Waa,NSW,2388,Not reporting wait times,2025-08-30T06:49:35.226612,0.95,LHD: Hunter New England Local Health District
hospital_252_phone,phone,02 6840 7200,Wellington Health Service,hospital,nsw_hospitals_agent,NSW Health API,Gisborne Street,Wellington,NSW,2820,Not reporting wait times,2025-08-30T06:49:35.226636,0.95,LHD: Western NSW Local Health District
hospital_253_phone,phone,03 5027 2345,Wentworth District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Silver City Hwy,Wentworth,NSW,2648,Not reporting wait times,2025-08-30T06:49:35.226661,0.95,LHD: Far West Local Health District
hospital_254_phone,phone,02 6768 6600,Werris Creek Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,North Street,Werris Creek,NSW,2341,Not reporting wait times,2025-08-30T06:49:35.226685,0.95,LHD: Hunter New England Local Health District
hospital_255_phone,phone,02 8890 5555,Westmead Hospital,hospital,nsw_hospitals_agent,NSW Health API,Cnr Hawkesbury & Darcy Road,Westmead,NSW,2145,Reporting wait times,2025-08-30T06:49:35.226709,0.95,LHD: Western Sydney Local Health District
hospital_256_phone,phone,08 8083 8777,Wilcannia Multi-Purpose Service,hospital,nsw_hospitals_agent,NSW Health API,14 Ross Street,Wilcannia,NSW,2836,Not reporting wait times,2025-08-30T06:49:35.226732,0.95,LHD: Far West Local Health District
hospital_257_phone,phone,08 8083 8777,Wilcannia Residential Age Care,hospital,nsw_hospitals_agent,NSW Health API,Ross Street,Wilcannia,NSW,2836,No emergency department,2025-08-30T06:49:35.226758,0.95,LHD: Far West Local Health District
hospital_258_phone,phone,02 6546 9000,"Wilson Memorial Community Hospital, Murrurundi",hospital,nsw_hospitals_agent,NSW Health API,Cnr O'Connell & Paradise Rd,Murrurundi,NSW,2338,Not reporting wait times,2025-08-30T06:49:35.226782,0.95,LHD: Hunter New England Local Health District
hospital_259_phone,phone,02 6557 3400,Wingham Community Hospital,hospital,nsw_hospitals_agent,NSW Health API,32 Bungay Road,Wingham,NSW,2429,No emergency department,2025-08-30T06:49:35.226806,0.95,LHD: Hunter New England Local Health District
hospital_260_phone,phone,02 4222 5000,Wollongong Hospital,hospital,nsw_hospitals_agent,NSW Health API,Loftus Street,Wollongong,NSW,2500,Reporting wait times,2025-08-30T06:49:35.226830,0.95,LHD: Illawarra Shoalhaven Local Health District
hospital_261_phone,phone,02 4344 8444,Woy Woy Public Hospital,hospital,nsw_hospitals_agent,NSW Health API,Ocean Beach Road,Woy Woy,NSW,2256,No emergency department,2025-08-30T06:49:35.226854,0.95,LHD: Central Coast Local Health District
hospital_262_phone,phone,02 6979 0000,Wyalong Hospital,hospital,nsw_hospitals_agent,NSW Health API,70 Ungarie Road,West Wyalong,NSW,2671,Not reporting wait times,2025-08-30T06:49:35.226878,0.95,LHD: Murrumbidgee Local Health District
hospital_263_phone,phone,02 4394 8000,Wyong Public Hospital,hospital,nsw_hospitals_agent,NSW Health API,Pacific Highway,Kanwal,NSW,2259,Reporting wait times,2025-08-30T06:49:35.226902,0.95,LHD: Central Coast Local Health District
hospital_264_phone,phone,(02) 6220 2000,Yass District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Meehan Street,Yass,NSW,2582,Not reporting wait times,2025-08-30T06:49:35.226926,0.95,LHD: Southern NSW Local Health District
hospital_265_phone,phone,02 6382 8888,Young District Hospital,hospital,nsw_hospitals_agent,NSW Health API,Allanan Street,Young,NSW,2594,Not reporting wait times,2025-08-30T06:49:35.226949,0.95,LHD: Murrumbidgee Local Health District
threat_0,phone,1800 595 160,SCAM: Scam alert: ACCC phone numbers spoofed by scammers,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/scam-alert-accc-phone-numbers-spoofed-by-scammers,,,,,"urgency, authority, greed, curiosity",2025-08-30T06:49:35.228093,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Bank"
threat_1,general,nan,SCAM: Fusion cell disrupts scam job networks targeting Australians,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/fusion-cell-disrupts-scam-job-networks-targeting-australians,,,,,"authority, greed",2025-08-30T06:49:35.228126,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, NAB, Government"
threat_2,general,nan,SCAM: Australians better protected as reported scam losses fell by almost 26 per cent,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/australians-better-protected-as-reported-scam-losses-fell-by-almost-26-per-cent,,,,,"urgency, authority, greed",2025-08-30T06:49:35.228152,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Bank, Government"
threat_3,phone,1800 595 160,SCAM: Scam alert: Investment bonds scam,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/scam-alert-investment-bonds-scam,,,,,"urgency, authority, greed, curiosity",2025-08-30T06:49:35.228175,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Bank, NAB, Government"
threat_4,phone,1800 595 160,SCAM: Scam alert: Social media scams,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/social-media-scams,,,,,"urgency, authority, greed",2025-08-30T06:49:35.228197,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Bank, Government"
threat_5,phone,1800 595 160,SCAM: Scam alert: Online shopping scams,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/online-shopping-scams,,,,,"authority, greed, curiosity",2025-08-30T06:49:35.228219,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Bank, PayPal"
threat_6,phone,1800 007 007,SCAM: Scam alert: Card collection scam,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/scam-alert-card-collection-scam,,,,,"urgency, authority, greed",2025-08-30T06:49:35.228240,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Police, Bank"
threat_7,phone,1800 595 160,SCAM: Scam alert: Bulk email extortion scam,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/scam-alert-bulk-email-extortion-scam,,,,,"urgency, greed",2025-08-30T06:49:35.228260,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Police, Bank"
threat_8,phone,1800 595 160,SCAM: Scam alert: Scammers are targeting Australians in hardship,threat,scamwatch_threat_agent,https://www.scamwatch.gov.au/about-us/news-and-alerts/scam-alert-scammers-targeting-australians-in-hardship,,,,,"urgency, authority, greed",2025-08-30T06:49:35.228283,0.8,"Scam type: phone_spoofing, Impersonates: ACCC, Centrelink, Police, Bank, Government"
